Baesweiler Tafel e.V.,wfeldeisen@web.de,
Balinger Tafel,info@balingertafel.de,http://www.tafel-balingen.de
Ballenstedter Tafel,harzertafel@awo-harz.de,
Bamberger Tafel e. V.,info@bamberger-tafel.de,http://www.bamberger-tafel.de
Barsbütteler Tafel e.V.,Barsbuetteler-Tafel@web.de,
Barsinghäuser Tafel,hp.rogge@t-online.de,http://www.awo-Barsinghausen.de
Barther Tafel e.V.,,
Bassumer Tafel,hartmut.stolte@online.de,
Baumholderer Tafel,baumholderer.tafel@t-online.de,http://www.evangelische-kirchengemeinde-baumholder.de
Baunataler-Schauenburger-Tafel e. V.,info@baunataler-schauenburger-tafel.de,http://www.baunataler-schauenburger-tafel.de
Bautzener Tafel e. V.,bautzener-tafel@gmx.de,
Bayreuther Tafel e. V.,info@bayreuther-tafel.de,http://www.bayreuther-tafel.de
Bebraer Tafel,tafel.bebra@ekkw.de,
Bedburger Tafel,info@bedburger-tafel.de,http://www.bedburger-tafel.de
Beelitzer Tafel,gabriela-schrader@web.de,
Beeskower Tafel,beeskower@gefas-ev.de,http://www.gefas-ev.de
Beiertheimer Tafel,tafel@caritas-karlsruhe.de,http://www.caritas-karlsruhe.de
Beilngrieser Tafel,beilngries@bistum-eichstaett.de,http://bistum-eichstaett.de
Belziger Tafel,ase-luckenwalde@alv-brandenburg.de,
Bensheimer Tafel e. V.,mariette.rettig@gmx.de,http://www.bensheimer-tafel.de
Bentheimer Tafel e. V.,bentheimer-tafel@t-online.de,
Berchtesgadener Tafel e. V.,weber@berchtesgadener-tafel.de,http://www.berchtesgadener-tafel.de
Bergedorfer Tafel e.V.,info@bergedorfer-tafel.de,http://www.bergedorfer-tafel.de
Bergheimer Tafel e. V.,h.w.hader.bm@netcologne.de,
Bergisch Gladbacher Tafel e.V.,tafel@bergisch-gladbacher-Tafel.de,http://www.bergisch-gladbacher-tafel.de
Bergzaberner Tafel e. V.,info@bergzaberner-tafel.de,http://www.bergzaberner-tafel.de
Berliner Tafel e.V.,welcome@berliner-tafel.de,http://www.berliner-tafel.de/laib-und-seele/die-praxis/so-funktionierts/
Bernauer Tafel e.V.,tafel@freidenker-barnim.de,http://www.freidenker-barnim.de
Bernburger Tafel,petra.hetzel.stadt@bernburg.de,
Bersenbrücker Tafel,"bersenbruecker-tafel@ewetel.net, bersenbruecker-tafel@hotmail.de",
Betzdorfer Tafel,markus@familyaust.de,http://www.ekir.de/betzdorf
Biberacher Tafel,info@drk-bc.de,
Biedenkopfer Tafel e.V.,dw-biedenkopf@dwhn.de,
Bielefelder Tafel e.V.,info@tafel-bielefeld.de,http://www.tafel-bielefeld.de
Bietigheim-Bissinger Tafel e.V.,bietigheim-bissinger-tafel@gmx.net,
Binger Tafel,,
Birkenfelder Tafel,grossmann-birkenfeld@t-online.de,
Bischofswerdaer Tafel,voigt@tafel-bischofswerda.de,
Bitburger Tafel e. V.,bitburger-tafel@gmx.net,http://www.bitburger-tafel.de
Bitterfelder Tafel,,
Blankenhainer Tafel e.V.,blankenhainer_tafel@gmx.de,http://www.blankenhainer-tafel.de
Blausteiner Tafel,claudiawolfmiller@t-online.de,
Böblinger Tafel,tafelladen@evkirchebb.de,
Bocholter Tafel e.V.,info@bocholter-tafel.de,http://www.bocholter-tafel.de
Bochumer Tafel e. V.,info@wattenscheider-tafel.de,http://www.wattenscheider-tafel.de
Bonner Tafel e.V.,bonnertafel@t-online.de,http://www.bonner-tafel.de
Bopfinger Tafel,bopfinger-tafel@t-online.de,
Bordesholmer Tafel,info@bordesholmer-tafel.de,http://www.bordesholmer-tafel.de
Borkener Tafel,vangoer@dw-st.de,http://www.dw-st.de/angebot/tafel-bor.htm
Bottroper Tafel,bottropertisch@gelsennet.de,http://www.bottropertisch.de
Brandenburger Tafel e.V.,Brandenburger-Tafel@web.de,http://www.brandenburger-tafel.de
Brannenburger Tafel,bus@steinbrecher-reisen.de,
Braunlager Tafel,3xmarygold@gmail.com,
Braunschweiger Tafel e.V.,info@braunschweiger-tafel.de,http://www.braunschweiger-tafel.de
Bremer Tafel e.V.,brementafel@nord-com.net,http://www.bremertafel.de
Bremerhavener Tafel,manfred.jabs@awo-bremerhaven.de,http://www.awo-bremerhaven.de
Bremervörder Tafel,tandem-brv@ewetel.net,http://www.tandem-brv.de
Brettener Tafel,brettener-tafelladen@diakonie-laka.de,http://www.diakonie-laka.de
Bruchsaler Tafel,tafelladen@caritas-bruchsal.de,http://www.caritas-bruchsal.de
Brückenauer Tafel e. V.,brueckenauer-tafel@t-online.de,
Bruckmühler Tafel,info@bruckmuehler-tafel.de,http://www.bruckmuehler-tafel.de
Brüggener Tafel e. V.,info@brueggener-tafel.de,http://www.brueggener-tafel.de
Brühler Tafel e. V.,info@bruehlertafel.de,http://www.bruehlertafel.de
Brunsbütteler Tafel,info@hoelp.de,
Buchloer Tafel,dietafel-buchloe@web.de,
Bückeburger Tafel e. V.,info@bueckeburger-tafel.de,http://www.bueckeburger-tafel.de
Büdinger Tafel,info@buedinger-tafel.de,http://www.buedinger-tafel.de
Bühler Tafel e.V.,laden@buehler-tafel.de,http://www.buehler-tafel.de
Bundesverband Deutsche Tafel e. V.,info@tafel.de,
Burbacher Tafel,kontakt@burbacher-tafel.de,http://www.burbacher-tafel.de
Burgdorfer Tafel e.V.,burgdorfertafel@gmx.de,http://www.burgdorfer-tafel.de/
Burgebracher Tafel,fam.neser@web.de,http://www.pfarrei-burgebrach.de
Burger Tafel,reinbern.erben@diakonie-jerichowerland.de,
Burghauser Tafel e. V.,info@buergerinsel.de,http://www.burghausertafel.de
Burgkunstadter Tafel e. V.,silke.mohler@gmx.de,
Burgwedeler Tafel e.V.,info@burgwedeler-tafel.de,
Burscheider Tafel e. V.,martin.heykants@gmail.com,http://www.burscheider-tafel.de
Buttstädter Tafel e. V.,alexandra_barthelmes@web.de,
Butzbacher Tafel e. V.,info@butzbacher-tafel.de,http://butzbacher-tafel.de
Bützower Tafel e.V.,buetzower-tafel@gmx.de,
Buxtehuder Tafel,,
Calcarer Tafel e.V.,,
Calwer Tafel,schubert@caritas-schwarzwald-gaeu.de,
Castroper Tafel,n.diring@caritas-castrop-rauxel.de,
Celler Tafel e.V.,celler-tafel@t-online.de,http://www.celler-tafel.de
Chamer Tafel,ev.bayerwalddekanat@t-online.de,http://www.bayerischer-wald-evangelisch.de
Chemnitzer Tafel e.V.,c.fiedler@chemnitzer-tafel.de,http://www.chemnitzer-tafel.de
Chiemseer Tafel,"caroline.haas@caritasmuenchen.de, cb-prien@caritasmuenchen.de",
Cloppenburger Tafel e. V.,info@cloppenburger-tafel.de,http://www.cloppenburger-tafel.de
Coburger Tafel e.V.,kontakt@coburger-tafel.de,http://www.coburger-tafel.de
Cochemer Tafel,tafel-cochem@gmx.de,http://www.caritas-cochem.de
Coesfelder Tafel e. V.,coesfeldertafel@t-online.de,http://www.coesfeldertafel.de
Cottbuser Tafel,,http://www.asf-brandenburg.de
Crailsheimer Tafel,karin.coffey@aufbaugilde.de,http://www.crailsheimer-tafel.de
Cuxhavener Tafel e.V.,cux-tafel@t-online.de,
Dachauer Tafel,dachauertafel@t-online.de,http://www.dachauer-tafel.brk.de
Darmstädter Tafel e.V.,tafel-da@gmx.de,http://www.darmstaedtertafel.de
Dattelner Tafel,tafel@caritas-datteln.de,http://www.caritas-datteln.de
Dauner Tafel e. V. Vulkaneifelkreis,dauner-tafel-ev@t-online.de,
Deggendorfer Tafel,monika.huber@deggendorf.de,http://www.deggendorf.de
Delitzscher Tafel e. V.,j.faak@web.de,http://www.delitzscher-tafel.de
Delmenhorster Tafel e.V.,delmenhorster.tafel@ewetel.net,
Demminer Tafel,tafeldm@kdw-greifswald.de,
Dessauer Tafel e. V.,dessauer-tafel@t-online.de,http://www.dessauer-tafel.de
Detmolder Tafel e.V.,info@detmolder-tafel.de,
Die Hofer Tafel e.V.,info@die-hofer-tafel.de,http://www.die-hofer-tafel.de
Dieburger Tafel e. V.,info@dieburger-tafel.de,http://www.dieburger-tafel.de
Diedorfer Tafel,diedorf@bistum-augsburg.de,
Dießener Tafel,i.saemmer@gmx.de,
Dietzenbacher Tafel e. V.,hcgermer@t-online.de,http://www.dietzenbacher-tafel.de
Diezer Tafel,dwdiez@t-online.de,
Dillenburger Tafel,ute.mueller@drk-dillenburg.de,http://www.drk-dillenburg.de
Dillinger Tafel,borggreve@caritas-dillingen.de,
Dillinger Tafel Saar,info@caritas-saarlouis.de,http://www.caritas-saarlouis.de
Dinslakener Tafel e.V.,marion.muhic@gmx.de,http://www.dinslakener-tafel.de
Dippoldiswalder Tafel,office@drk-dippoldiswalde.de,http://www.drk-dippoldiswalde.de
Ditzinger Tafel,ev-kirchenpflege-ditzingen@t-online.de,
Döbelner Tafel,,
Donauwörther Tafel,gf@caritas-donau-ries.de,http://www.caritas-donau-ries.de
Dorfener Tafel,thalmaier.rosa@dorfen.de,
Dormagener Tafel e. V.,dormagener-tafel@t-online.de,http://www.dormagener-tafel.de
Dorstener Tafel e.V.,herbert.rentmeister@t-online.de,http://www.dorstener-tafel.de
Dortmunder Tafel e. V.,info@dortmunder-tafel.de,http://www.dortmunder-tafel.de
Drebkauer Tafel,sozialakademie@asf-brandenburg.de,http://www.asf-brandenburg.de
Dreiländereck-Tafel Lörrach - Weil am Rhein e.V.,reinhard.ihl@dreilaendereck-tafel.de,http://www.dreilaendereck-tafel.de
Dresdner Tafel e.V.,info@dresdner-tafel.de,http://www.dresdner-tafel.de
Duisburger Tafel e.V.,info@duisburger-tafel.de,http://www.duisburger-tafel.de
Dülmener Tafel e. V.,info@duelmener-tafel.de,http://www.duelmener-tafel.de
Dürener Tafel e.V.,info@duerener-tafel.de,http://www.duerener-tafel.de
Durlacher Tafel,leitung@durlacher-tafel.de,http://www.durlacher-tafel.de
Durmersheimer Tafel,info@rastatter-tafel.de,http://www.rastatter-tafel.de
Düsseldorfer Tafel e.V.,info@duesseldorfer-tafel.de,http://www.duesseldorfer-tafel.de
Ebersbacher Tafel,info@drk-goeppingen.de,http://www.drk-goeppingen.de
Ebersberger Tafel,waltraud.stueckle-mayrhofer@diakonie-rosenheim.de,
Eberswalder Tafel,info@brotundhoffnung.de,http://www.brotundhoffnung.de
Eckernförder Tafel,eckernfoerder_tafel@yahoo.com,
Edenkobener Tafel e. V.,edenkobenertafel@gmx.de,
Edingen-Neckarhauser Tafel,hubert.mitsch@kv-mannheim.drk.de,
Ehinger Tafel,ulrich.hagel@kabelbw.de,http://www.drk-ulm.de
Eichstätter Tafel e.V.,info@eichstaetter-tafel.de,http://www.eichstaetter-tafel.de
Einbecker Tafel,info@einbecker-tafel.de,http://www.einbecker-tafel.de
Eisenacher Tafel,schmidt.g@caritas-bistum-erfurt.de,
Eisenberger Tafel,eisenberger-tafel@web.de,
Eisenhüttenstädter Tafel,tafel-ehst@t-online.de,
Eislebener Tafel,e.tielo@fsb-eisleben.de,
Eitorfer Tafel,rahn-huesson@t-online.de,
Ellwanger Tafel,ellwangertafel@web.de,
Elmshorner Tafel,elmshorner-tafel@cza.de,
Elsdorfer Tafel,nc-buschmis@netcologne.de,http://www.awo-elsdorf.de/tafel-elsdorf.html
Emder Tafel,sholle@caritas-os.de,
Emlichheimer Tafel,doris.huebers@gmx.de,
Emmendinger Tafel e.V.,info@emmendinger-tafel.de,http://www.emmendinger-tafel.de
Emsdetten-Grevener Tafel,tafel@caritas-emsdetten-greven.de,
Emser Tafel,info@diakonie-rhein-lahn.de,
Enkenbach-Alsenborner Tafel e. V.,info@enkenbach-alsenborner-tafel.de,http://www.enkenbach-alsenborner-tafel.de
Ennigerloher Tafel e. V.,ennigerloher-tafel@t-online.de,http://www.ennigerloher-tafel.de
Eppinger Tafel,tafel@diakonie-heilbronn.de,http://www.diakonie-heilbronn.de
Erbach-Michelstädter Tafel e.V.,drhubsfrech@t-online.de,http://www.erbach-michelstädter-tafel.de
Erbacher Tafel,brigittehoerger@aol.com,http://www.drk-ulm.de
Erdinger Tafel,nbh@erding-mail.de,http://www.nbhe-erding.de
Erftstädter Tafel,info@tafel-erftstadt.de,http://www.tafel-erftstadt.de
Erfurter Tafel e.V.,info@erfurter-tafel.de,http://www.erfurter-tafel.de
Erkelenzer Tafel e. V.,erkelenzer-tafel@t-online.de,
Erkner Tafel,kraemer@gefas-ev.de,http://www.gefas-ev.de
Erkrather Tafel e.V.,info@erkrather-tafel.de,http://www.erkrather-tafel.de
Erlanger Tafel,gertrud.koenig@diakonie-erlangen.de,
Eschweger Tafel e. V.,info@eschweger-tafel.de,http://www.eschweger-tafel.de/
Eschweiler Tafel e.V.,,http://karin.
Esenser Tafel e.V.,tafel-esens@ewetel.de,
Essener Tafel e. V.,essener_tafel@gmx.de,http://www.essener-tafel.de
Esslinger Tafel,parylak@caritas-fils-neckar-alb.de,
Ettlinger Tafel,tafelladen-ettlingen@t-online.de,
Euskirchener Tafel e.V.,heidi.goergen@eu-tafel.de,http://www.euskirchener-tafel.de
Eutiner Tafel e.V.,post@eutinertafel.de,
Falkenseer Tafel e. V.,falken@lvbb.de,
Fehmarn Tafel,brkempe@web.de,
Fellbacher Tafel,mail@fellbacher-tafel.de,
Feuchtwanger Tafel,dw-feu@t-online.de,http://www.diakonie-feuchtwangen.de/tafel/index.html
Feuerbacher Tafel,tafelladen@bhz.de,http://www.bhz.de
Fildertafel,fildertafel@kdv-es.de,http://www.diakonieladen.de
Finsterwalder Tafel,,
Flensburger Tafel,tafel.flensburg@johanniter.de,
Flintbeker Tafel,info@kielertafel.de,http://www.kielertafel.de
Föhrer Tafel e. V.,foehrer.tafel@online.de,
Forster Tafel,ase-forst@alv-brandenburg.de,
Frankenberger Tafel e.V.,info@frankenberger-tafel.de,http://www.frankenberger-tafel.de
Frankenthaler Tafel,franz-josef.moeller@t-online.de,
Frankfurter Tafel - Domizil „Offene Tür“,domizil@arbeitsloseninitiative-ffo.de,http://www.arbeitsloseninitiative-ffo.de
Frankfurter Tafel e.V.,frankfurtertafel@t-online.de,http://www.frankfurter-tafel.de
Frechener Tafel,Frechener-tafel@skfm-rhein-erft-kreis.de,http://www.frechener-tafel.de
Freiberger Tafel,freibergertafel@caritas-chemnitz.de,
Freiburger Tafel e.V.,tafelleitung@freiburger-tafel.de,http://www.freiburger-tafel.de
Freilassinger Tafel,wimmer.erika@t-online.de,
Freisinger Tafel e.V.,freisinger-tafel@t-online.de,http://www.freisinger-tafel.eu
Freitaler Tafel e.V.,b'info@freitaler\xe2\x80\x90tafel.de',b'http://www.freitaler\xe2\x80\x90tafel.de'
Frerener Tafel,freren@lingener-tafel.de,
Freyunger Tafel,norbert@kremsreiter.eu,
Friedberger Tafel,andreas.reinmann@caritas-aichach-friedberg.de,http://www.caritas-aichach-friedberg.de
Friedberger Tafel e.V.,info@friedberger-tafel.de,http://www.friedberger-tafel.de
Friedländer Tafel e. V.,,
Friedrichshafener Tafel e.V.,tafelfn@t-online.de,http://www.friedrichshafener-tafel.de
Friesoyther Tafel,carla@frisoyther-tafel.de,http://www.friesoyther-tafel.de
Fritzlarer Tafel,info@fritzlarer-tafel.de,http://www.fritzlarer-tafel.de
Fuldaer Tafel e. V.,buero@fuldaer-tafel.de,http://www.fuldaer-tafel.de
Fürstenauer Tafel,fuerstenauer-tafel@ewetel.net,
Fürstenfeldbrucker Tafel,info@buergerstiftung-lkr-ffb,http://www.buergerstiftung-lkr-ffb.de
Fürstenwalder Tafel,uebergangswohnheim@gefas-ev.de,http://www.gefas-ev.de
Fürstenzeller Tafel,irmischellerer@gmx.de,
Fürther Tafel e.V.,buero@fuerther-tafel.de,http://www.fuerther-tafel.de
Füssener Tafel,info@fuessener-tafel.de,http://www.fuessener-tafel.de
Gaggenauer Tafel,info@gaggenauer-tafel.com,http://www.gaggenauer-tafel.com
Gammertinger Tafel,tafel-gammertingen@kv-sigmaringen.de,http://www.kv-sigmaringen.drk.de
Gangelter Tafel,d.bischhaus@uebach-palenberger-tafel.de,http://www.uebach-palenberger-tafel.de
Garmisch-Partenkirchener Tafel,jochem.rollar@web.de,
Gautinger Tafel e.V.,gautinger.tafel@googlemail.com,http://www.gautinger-tafel.de
Geilenkirchener Tafel,d.bischhaus@uebach-palenberger-tafel.de,http://www.uebach-palenberger-tafel.de
Geislinger Tafel,parylak@caritas-fils-neckar-alb.de,http://www.caritas-fils-neckar-alb.de
Gelderner Tafel e.V.,,
Gelnhäuser Tafel e.V.,info@gelnhaeuser-tafel.de,http://gelnhaeuser-tafel.de
Gelsenkirchener Tafel e.V.,info@tafel-ge.de,http://www.tafel-ge.de
Gemündener Tafel,tafel-gem@kvmain-spessart.brk.de,
Genthiner Tafel,vonWitten@aol.com,
Geraer Tafel e.V.,geraer-tafel@t-online.de,http://www.geraer-tafel.de
Geretsrieder-Wolfratshauser Tafel e.V.,ger-wor-tafel@t-online.de,http://www.geretsrieder-wolfratshauser-tafel.de
Germeringer Tafel,info@sozialdienst-germering.de,http://www.germeringer-tafel.de
Germersheimer Tafel e. V.,'germersheimer.tafel@t-online.de,http://www.germersheimer-tafel.de
Gescher Tafel e.V.,f-j-b-menker@versanet.de,
Gießener Tafel,giessener.tafel@diakonie-giessen.de,http://www.giessener-tafel.de
Gifhorner Tafel e.V.,edeltraud.sack@t-online.de,http://www.gifhornertafel.de
Gilchinger Tafel,,
Ginsheim-Gustavsburger Tafel e. V.,tafel@ev-kirche-ginsheim.de,http://www.diakonie-kreisgg.de
Gladbecker Tafel e.V.,post@gladbecker-tafel.de,http://www.gladbecker-tafel.de
Glauchauer Tafel,GABverwaltung@web.de,http://www.gab-glauchau.de
Glinder Tafel e. V.,paul-nowatzki@t-online.de,
Glückstädter Tafel,sozialkaufhausgluecksstadt@bisabaum.de,
Gmunder Tafel,info@diakonieverein-tegernseer-tal.de,http://www.diakonieverein-tegernseer-tal.de
Gocher Tafel,Die-Tafel-in-Goch@t-online.de,http://www.arche-goch.de
Gommeraner Tafel,wolfgang.auerbach@t-online.de,
Göppinger Tafel,kinzel@caritas-fils-neckar-alb.de,http://www.caritas-fils-neckar-alb.de
Görlitzer Tafel e.V.,,
Goslarer Tafel Kleiner Tisch Oker e. V.,info@goslarer-tafel.de,http://www.goslarer-tafel.de
Gothaer Tafel,info@drk-gotha.de,http://www.tafel-gotha.de.vu
Göttinger Tafel e.V.,info@goettingertafel.org,http://www.goettingertafel.org
Graben-Neudorfer Tafel,tafelladen@caritas-bruchsal.de,http://www.caritas-bruchsal.de
Grafenauer Tafel,,
Grafinger Tafel,christine.deyle@caritasmuenchen.de,http://www.caritas-ebersberg.de
Grefrather Tafel,volkmar.josten@grefrath.de,http://www.nettetaler-tafel.de
Greifswalder Tafel e. V.,D.Koitzsch@lawnet.de,
Greizer Tafel,tali-greiz@web.de,
Grevenbroicher Tafel/Existenzhilfe e. V.,existenzhilfe@t-online.de,
Grimmaer Tafel,grimmaer-tafel@awo-mmulde-collm.de,
Grimmener Tafel e. V.,grimmener.tafel@aol.de,
Gröditzer Tafel,t.welsch@asb-riesa.de,http://www.asb-riesa-ev.de
Gronauer Tafel e. V.,gronauertafel@t-online.de,http://www.gronauer-tafel.de
Groß-Gerauer Tafel,k.engelberty@diakonie-kreisgg.de,
Großenhainer Tafel,tafel@diakonie-grossenhain.de,
Großräschener Tafel,mgh-ilse@alv-brandenburg.de,
Grünberger Tafel,info@diakonie-gruenberg.de,http://www.tafel-gruenberg.de
Grünstadter Tafel e.V.,gruenstadter-tafel@t-online.de,
Grünwalder Tafel,info@nachbarschaftshilfe-gruenwald.de,
Günzburger und Burgauer Tafel,guenzburger.tafel@caritas-guenzburg.de,http://www.caritas-guenzburg.de/tafel
Güstrower Tafel e.V.,guestrowertafel@web.de,
Gütersloher Tafel e.V.,info@gueterslohertafel.de,http://www.gueterslohertafel.de
Gützkower Tafel,info@abs-greifswald.de,
Haaner Tafel,tafel@skfm-haan.de,
Hagener Tafel,schroeder@caritas-hagen.de,http://caritas-hagen.de
Haldensleber Tafel,geschaeftsleitung@drk-ohrekreis.de,http://www.drk-ohrekreis.de
Hallesche Tafel,tafel@stadtmission-halle.de,http://www.stadtmission-halle.de
Halterner Tafel e.V.,info@halterner-tafel.de,http://www.halterner-tafel.de
Halveraner Tafel,erikaostmeyer@schalksmuehler-tafel.de,
Hamburger Tafel e.V.,info@hamburger-tafel.de,http://www.hamburger-tafel.de
Hamelner Tafel e.V.,Hamelner-Tafel@t-online.de,http://www.hamelner-tafel.de
Hammelburger Tafel e. V.,roth_dieter@hotmail.com,http://www.hammelburger-tafel.de
Hammer Tafel e.V.,hammer.tafel@hamcom.biz,http://www.hammer-tafel.de
Hamminkelner Tafel,evi@kannemann.de,http://www.hamminkelnhilft.de
Hanauer Tafel,gordana.kapetanic@lichtblick-in-hanau.de,http://www.lichtblick-in-hanau.de
Hannöversche Tafel e.V.,han.tafel@t-online.de,http://www.hannovertafel.de
Harburger Tafel e.V.,post@harburgertafel.de,http://www.harburgertafel.de
Harener Tafel,josef.stroeer1@ewetel.net,http://www.lingener-tafel.de
Harzer Tafel,Harzertafel@awo-quedlinburg.de,
Haselünner Tafel,gerd.schoon1@ewetel.net,http://www.lingener-tafel.de
Haßfurter Tafel e. V.,irmtrautneubert@web.de,
Hattersheimer - Hofheimer Tafel,tafel@caritas-main-taunus.de,http://www.caritas-main-taunus.de/beratung-und-dienste/hattersheimer-hofheimer-tafel/
Hattinger Tafel e. V.,hattinger-tafel@gmx.de,
Hauzenberger Tafel,,
Havelberger Tafel e.V.,imig-havelberg@online.de,
